起站,迄站,乘車時間,轉運站
G12,O14,20,"O08"
BL11,O14,20,"O08"
G12,O13,18,"O08"
BL11,O13,18,"O08"
G12,O12,16,"O08"
BL11,O12,16,"O08"
G12,O10,12,"O08"
BL11,O10,12,"O08"
G12,O09,10,"O08"
BL11,O09,10,"O08"
G12,G15,7,""
G12,O08,7,""
BL11,G15,7,""
BL11,O08,7,""
G12,R07,9,"R08"
G12,O06,9,"R08"
BL11,R07,9,"R08"
BL11,O06,9,"R08"
G12,O54,27,"O08"
BL11,O54,27,"O08"
G12,O53,24,"O08"
BL11,O53,24,"O08"
G12,O52,22,"O08"
BL11,O52,22,"O08"
G12,O51,21,"O08"
BL11,O51,21,"O08"
G12,O50,18,"O08"
BL11,O50,18,"O08"
G12,O21,37,"O08"
BL11,O21,37,"O08"
G12,O20,34,"O08"
BL11,O20,34,"O08"
G12,Y08,21,"Y07"
BL11,Y08,21,"Y07"
G12,Y09,24,"Y07"
BL11,Y09,24,"Y07"
G12,Y10,22,"O05,Y11"
BL11,Y10,22,"O05,Y11"
G12,Y12,24,"O05,Y11"
BL11,Y12,24,"O05,Y11"
G12,Y13,27,"Y17"
BL11,Y13,27,"Y17"
G12,Y14,25,"Y17"
BL11,Y14,25,"Y17"
G12,Y15,23,"Y17"
BL11,Y15,23,"Y17"
G12,Y16,21,""
BL11,Y16,21,""
G12,Y17,17,""
BL11,Y17,17,""
G12,Y19,21,"Y17"
BL11,Y19,21,"Y17"
G12,Y20,24,"Y17"
BL11,Y20,24,"Y17"
G12,BL11,0,""
BL13,O07,2,""
BL13,BL14,2,""
BL13,BL16,6,""
BL13,BL17,7,""
BL13,BL18,9,""
BL13,BL19,11,""
BL13,BL20,13,""
BL13,BL21,15,""
BL13,BL22,17,""
BL13,R02,17,"O07,R07"
BL13,R03,15,"O07,R07"
BL13,R04,13,"O07,R07"
BL13,R06,9,"O07,R07"
BL13,G13,8,"G12"
BL13,G17,11,"O07,G15"
BL13,G18,13,"O07,G15"
BL13,G19,16,"O07,G15"
BL13,O19,29,"O07"
BL13,O18,26,"O07"
BL13,O17,24,"O07"
BL13,Y18,24,"O07"
BL13,O16,22,"O07"
BL13,O15,19,"O07"
BL13,O14,17,"O07"
BL13,O13,15,"O07"
BL13,O12,13,"O07"
BL13,O10,9,"O07"
BL13,O09,7,"O07"
BL13,G15,6,"O07"
BL13,O08,6,"O07"
BL13,R07,6,"O07"
BL13,O06,6,"O07"
BL13,O54,24,"O07"
BL13,O53,22,"O07"
BL13,O52,20,"O07"
BL13,O51,18,"O07"
BL13,O50,16,"O07"
BL13,O21,34,"O07"
BL13,O20,31,"O07"
BL13,Y08,27,"G12,Y07"
BL13,Y09,27,"O07,Y11"
BL13,Y10,25,"O07,Y11"
BL13,Y12,27,"O07,Y11"
BL13,Y13,29,"O07,Y11"
BL13,Y14,30,"Y17"
BL13,Y15,28,"Y17"
BL13,Y16,25,""
BL13,Y17,21,""
BL13,Y19,26,"Y17"
BL13,Y20,28,"Y17"
O07,BL16,4,""
BL14,BL16,4,""
O07,BL17,5,""
BL14,BL17,5,""
O07,BL18,7,""
BL14,BL18,7,""
O07,BL19,9,""
BL14,BL19,9,""
O07,BL20,11,""
BL14,BL20,11,""
O07,BL21,13,""
BL14,BL21,13,""
O07,BL22,15,""
BL14,BL22,15,""
O07,R02,14,"R07"
BL14,R02,14,"R07"
O07,R03,12,"R07"
BL14,R03,12,"R07"
O07,R04,10,"R07"
BL14,R04,10,"R07"
O07,R06,6,"R07"
BL14,R06,6,"R07"
O07,G13,8,"G15"
BL14,G13,8,"G15"
O07,G17,8,"G15"
BL14,G17,8,"G15"
O07,G18,10,"G15"
BL14,G18,10,"G15"
O07,G19,13,"G15"
BL14,G19,13,"G15"
O07,O19,26,""
BL14,O19,26,""
O07,O18,23,""
BL14,O18,23,""
O07,O17,21,""
O07,Y18,21,""
BL14,O17,21,""
BL14,Y18,21,""
O07,O16,19,""
BL14,O16,19,""
O07,O15,16,""
BL14,O15,16,""
O07,O14,14,""
BL14,O14,14,""
O07,O13,12,""
BL14,O13,12,""
O07,O12,10,""
BL14,O12,10,""
O07,O10,6,""
BL14,O10,6,""
O07,O09,4,""
BL14,O09,4,""
O07,G15,2,""
O07,O08,2,""
BL14,G15,2,""
BL14,O08,2,""
O07,R07,3,""
O07,O06,3,""
BL14,R07,3,""
BL14,O06,3,""
O07,O54,21,""
BL14,O54,21,""
O07,O53,18,""
BL14,O53,18,""
O07,O52,16,""
BL14,O52,16,""
O07,O51,15,""
BL14,O51,15,""
O07,O50,12,""
BL14,O50,12,""
O07,O21,31,""
BL14,O21,31,""
O07,O20,28,""
BL14,O20,28,""
O07,Y08,26,"Y11"
BL14,Y08,26,"Y11"
O07,Y09,24,"Y11"
BL14,Y09,24,"Y11"
O07,Y10,22,"Y11"
BL14,Y10,22,"Y11"
O07,Y12,24,"Y11"
BL14,Y12,24,"Y11"
O07,Y13,26,"Y11"
BL14,Y13,26,"Y11"
O07,Y14,28,"Y11"
BL14,Y14,28,"Y11"
O07,Y15,29,"Y17"
BL14,Y15,29,"Y17"
O07,Y16,27,""
BL14,Y16,27,""
O07,Y17,23,""
BL14,Y17,23,""
O07,Y19,27,"Y17"
BL14,Y19,27,"Y17"
O07,Y20,30,"Y17"
BL14,Y20,30,"Y17"
O07,BL14,0,""
BL16,BL17,2,""
BL16,BL18,3,""
BL16,BL19,5,""
BL16,BL20,7,""
BL16,BL21,9,""
BL16,BL22,12,""
BL16,R02,18,"BR10,R05"
BL16,R03,16,"BR10,R05"
BL16,R04,14,"BR10,R05"
BL16,R06,14,"BR10,R05"
BL16,G13,13,"G12"
BL16,G17,14,"BR10,G16"
BL16,G18,17,"BR10,G16"
BL16,G19,19,"BR10,G16"
BL16,O19,31,"O07"
BL16,O18,28,"O07"
BL16,O17,26,"O07"
BL16,Y18,26,"O07"
BL16,O16,24,"O07"
BL16,O15,21,"O07"
BL16,O14,19,"O07"
BL16,O13,17,"O07"
BL16,O12,15,"O07"
BL16,O10,11,"O07"
BL16,O09,9,"O07"
BL16,G15,7,"O07"
BL16,O08,7,"O07"
BL16,R07,8,"O07"
BL16,O06,8,"O07"
BL16,O54,26,"O07"
BL16,O53,24,"O07"
BL16,O52,22,"O07"
BL16,O51,20,"O07"
BL16,O50,18,"O07"
BL16,O21,36,"O07"
BL16,O20,33,"O07"
BL16,Y08,31,"O07,Y11"
BL16,Y09,29,"O07,Y11"
BL16,Y10,27,"O07,Y11"
BL16,Y12,29,"O07,Y11"
BL16,Y13,31,"O07,Y11"
BL16,Y14,35,"Y17"
BL16,Y15,33,"Y17"
BL16,Y16,31,""
BL16,Y17,27,""
BL16,Y19,31,"Y17"
BL16,Y20,34,"Y17"
BL17,BL18,2,""
BL17,BL19,4,""
BL17,BL20,5,""
BL17,BL21,8,""
BL17,BL22,10,""
BL17,R02,20,"BR10,R05"
BL17,R03,18,"BR10,R05"
BL17,R04,16,"BR10,R05"
BL17,R06,16,"BR10,R05"
BL17,G13,15,"G12"
BL17,G17,16,"BR10,G16"
BL17,G18,18,"BR10,G16"
BL17,G19,21,"BR10,G16"
BL17,O19,33,"O07"
BL17,O18,30,"O07"
BL17,O17,28,"O07"
BL17,Y18,28,"O07"
BL17,O16,26,"O07"
BL17,O15,23,"O07"
BL17,O14,21,"O07"
BL17,O13,19,"O07"
BL17,O12,16,"O07"
BL17,O10,13,"O07"
BL17,O09,11,"O07"
BL17,G15,9,"O07"
BL17,O08,9,"O07"
BL17,R07,10,"O07"
BL17,O06,10,"O07"
BL17,O54,28,"O07"
BL17,O53,25,"O07"
BL17,O52,23,"O07"
BL17,O51,22,"O07"
BL17,O50,19,"O07"
BL17,O21,38,"O07"
BL17,O20,35,"O07"
BL17,Y08,33,"O07,Y11"
BL17,Y09,31,"O07,Y11"
BL17,Y10,29,"O07,Y11"
BL17,Y12,31,"O07,Y11"
BL17,Y13,33,"O07,Y11"
BL17,Y14,37,"Y17"
BL17,Y15,35,"Y17"
BL17,Y16,33,""
BL17,Y17,28,""
BL17,Y19,33,"Y17"
BL17,Y20,36,"Y17"
BL18,BL19,2,""
BL18,BL20,4,""
BL18,BL21,6,""
BL18,BL22,8,""
BL18,R02,22,"BR10,R05"
BL18,R03,20,"BR10,R05"
BL18,R04,18,"BR10,R05"
BL18,R06,17,"BR10,R05"
BL18,G13,17,"G12"
BL18,G17,18,"BR10,G16"
BL18,G18,20,"BR10,G16"
BL18,G19,23,"BR10,G16"
BL18,O19,34,"O07"
BL18,O18,32,"O07"
BL18,O17,30,"O07"
BL18,Y18,30,"O07"
BL18,O16,27,"O07"
BL18,O15,25,"O07"
BL18,O14,23,"O07"
BL18,O13,21,"O07"
BL18,O12,18,"O07"
BL18,O10,15,"O07"
BL18,O09,13,"O07"
BL18,G15,11,"O07"
BL18,O08,11,"O07"
BL18,R07,11,"O07"
BL18,O06,11,"O07"
BL18,O54,29,"O07"
BL18,O53,27,"O07"
BL18,O52,25,"O07"
BL18,O51,23,"O07"
BL18,O50,21,"O07"
BL18,O21,40,"O07"
BL18,O20,37,"O07"
BL18,Y08,35,"O07,Y11"
BL18,Y09,32,"O07,Y11"
BL18,Y10,31,"O07,Y11"
BL18,Y12,33,"O07,Y11"
BL18,Y13,35,"O07,Y11"
BL18,Y14,39,"Y17"
BL18,Y15,37,"Y17"
BL18,Y16,34,""
BL18,Y17,30,""
BL18,Y19,35,"Y17"
BL18,Y20,37,"Y17"
BL19,BL20,2,""
BL19,BL21,4,""
BL19,BL22,6,""
BL19,R02,24,"BR10,R05"
BL19,R03,22,"BR10,R05"
BL19,R04,20,"BR10,R05"
BL19,R06,19,"BR10,R05"
BL19,G13,19,"G12"
BL19,G17,20,"BR10,G16"
BL19,G18,22,"BR10,G16"
BL19,G19,25,"BR10,G16"
BL19,O19,36,"O07"
BL19,O18,33,"O07"
BL19,O17,32,"O07"
BL19,Y18,32,"O07"
BL19,O16,29,"O07"
BL19,O15,27,"O07"
BL19,O14,25,"O07"
BL19,O13,23,"O07"
BL19,O12,20,"O07"
BL19,O10,17,"O07"
BL19,O09,15,"O07"
BL19,G15,13,"O07"
BL19,O08,13,"O07"
BL19,R07,13,"O07"
BL19,O06,13,"O07"
BL19,O54,31,"O07"
BL19,O53,29,"O07"
BL19,O52,27,"O07"
BL19,O51,25,"O07"
BL19,O50,23,"O07"
BL19,O21,42,"O07"
BL19,O20,38,"O07"
BL19,Y08,37,"O07,Y11"
BL19,Y09,34,"O07,Y11"
BL19,Y10,33,"O07,Y11"
BL19,Y12,34,"O07,Y11"
BL19,Y13,37,"O07,Y11"
BL19,Y14,41,"Y17"
BL19,Y15,39,"Y17"
BL19,Y16,36,""
BL19,Y17,32,""
BL19,Y19,37,"Y17"
BL19,Y20,39,"Y17"
BL20,BL21,2,""
BL20,BL22,5,""
BL20,R02,25,"BR10,R05"
BL20,R03,23,"BR10,R05"
BL20,R04,21,"BR10,R05"
BL20,R06,21,"BR10,R05"
BL20,G13,20,"G12"
BL20,G17,21,"BR10,G16"
BL20,G18,24,"BR10,G16"
BL20,G19,26,"BR10,G16"
BL20,O19,38,"O07"
BL20,O18,35,"O07"
BL20,O17,33,"O07"
BL20,Y18,33,"O07"
BL20,O16,31,"O07"
BL20,O15,28,"O07"
BL20,O14,26,"O07"
BL20,O13,24,"O07"
BL20,O12,22,"O07"
BL20,O10,18,"O07"
BL20,O09,16,"O07"
BL20,G15,14,"O07"
BL20,O08,14,"O07"
BL20,R07,15,"O07"
BL20,O06,15,"O07"
BL20,O54,33,"O07"
BL20,O53,31,"O07"
BL20,O52,29,"O07"
BL20,O51,27,"O07"
BL20,O50,25,"O07"
BL20,O21,43,"O07"
BL20,O20,40,"O07"
BL20,Y08,38,"O07,Y11"
BL20,Y09,36,"O07,Y11"
BL20,Y10,34,"O07,Y11"
BL20,Y12,36,"O07,Y11"
BL20,Y13,38,"O07,Y11"
BL20,Y14,42,"Y17"
BL20,Y15,40,"Y17"
BL20,Y16,38,""
BL20,Y17,34,""
BL20,Y19,38,"Y17"
BL20,Y20,41,"Y17"
BL21,BL22,2,""
BL21,R02,27,"BR10,R05"
BL21,R03,25,"BR10,R05"
BL21,R04,23,"BR10,R05"
BL21,R06,23,"BR10,R05"
BL21,G13,23,"G12"
BL21,G17,24,"BR10,G16"
BL21,G18,26,"BR10,G16"
BL21,G19,29,"BR10,G16"
BL21,O19,40,"O07"
BL21,O18,37,"O07"
BL21,O17,35,"O07"
BL21,Y18,35,"O07"
BL21,O16,33,"O07"
BL21,O15,30,"O07"
BL21,O14,29,"O07"
BL21,O13,27,"O07"
BL21,O12,24,"O07"
BL21,O10,21,"O07"
BL21,O09,19,"O07"
BL21,G15,17,"O07"
BL21,O08,17,"O07"
BL21,R07,17,"O07"
BL21,O06,17,"O07"
BL21,O54,35,"O07"
BL21,O53,33,"O07"
BL21,O52,31,"O07"
BL21,O51,29,"O07"
BL21,O50,27,"O07"
BL21,O21,46,"O07"
BL21,O20,42,"O07"
BL21,Y08,41,"O07,Y11"
BL21,Y09,38,"O07,Y11"
BL21,Y10,37,"O07,Y11"
BL21,Y12,38,"O07,Y11"
BL21,Y13,41,"O07,Y11"
BL21,Y14,45,"Y17"
BL21,Y15,42,"Y17"
BL21,Y16,40,""
BL21,Y17,36,""
BL21,Y19,41,"Y17"
BL21,Y20,43,"Y17"
BL22,R02,30,"BR10,R05"
BL22,R03,28,"BR10,R05"
BL22,R04,26,"BR10,R05"
BL22,R06,25,"BR10,R05"
BL22,G13,25,"G12"
BL22,G17,26,"BR10,G16"
BL22,G18,28,"BR10,G16"
BL22,G19,31,"BR10,G16"
BL22,O19,42,"O07"
BL22,O18,40,"O07"
BL22,O17,38,"O07"
BL22,Y18,38,"O07"
BL22,O16,35,"O07"
BL22,O15,33,"O07"
BL22,O14,31,"O07"
BL22,O13,29,"O07"
BL22,O12,26,"O07"
BL22,O10,23,"O07"
BL22,O09,21,"O07"
BL22,G15,19,"O07"
BL22,O08,19,"O07"
BL22,R07,20,"O07"
BL22,O06,20,"O07"
BL22,O54,37,"O07"
BL22,O53,35,"O07"
BL22,O52,33,"O07"
BL22,O51,31,"O07"
BL22,O50,29,"O07"
BL22,O21,48,"O07"
BL22,O20,45,"O07"
BL22,Y08,43,"O07,Y11"
BL22,Y09,41,"O07,Y11"
BL22,Y10,39,"O07,Y11"
BL22,Y12,41,"O07,Y11"
BL22,Y13,43,"O07,Y11"
BL22,Y14,47,"Y17"
BL22,Y15,45,"Y17"
BL22,Y16,43,""
BL22,Y17,38,""
BL22,Y19,43,"Y17"
BL22,Y20,46,"Y17"
R02,R03,2,""
R02,R04,4,""
R02,R06,8,""
R02,G13,20,"G10"
R02,G17,21,"BR09,G16"
R02,G18,23,"BR09,G16"
R02,G19,26,"BR09,G16"
R02,O19,40,"O06"
R02,O18,37,"O06"
R02,O17,35,"O06"
R02,Y18,35,"O06"
R02,O16,33,"O06"
R02,O15,30,"O06"
R02,O14,28,"O06"
R02,O13,26,"O06"
R02,O12,23,"O06"
R02,O10,20,"O06"
R02,O09,18,"O06"
R02,G15,16,"O06"
R02,O08,16,"O06"
R02,R07,10,""
R02,O06,10,""
R02,O54,35,"O06"
R02,O53,32,"O06"
R02,O52,30,"O06"
R02,O51,29,"O06"
R02,O50,26,"O06"
R02,O21,45,"O06"
R02,O20,42,"O06"
R02,Y08,32,"G10,Y07"
R02,Y09,32,"O06,Y11"
R02,Y10,30,"O06,Y11"
R02,Y12,32,"O06,Y11"
R02,Y13,34,"O06,Y11"
R02,Y14,36,"O06,Y11"
R02,Y15,38,"O06,Y11"
R02,Y16,41,"O06,Y11"
R02,Y17,39,"BL12"
R02,Y19,42,"O06,Y18"
R02,Y20,45,"O06,Y18"
R03,R04,2,""
R03,R06,6,""
R03,G13,18,"G10"
R03,G17,19,"BR09,G16"
R03,G18,21,"BR09,G16"
R03,G19,24,"BR09,G16"
R03,O19,38,"O06"
R03,O18,35,"O06"
R03,O17,33,"O06"
R03,Y18,33,"O06"
R03,O16,31,"O06"
R03,O15,28,"O06"
R03,O14,26,"O06"
R03,O13,24,"O06"
R03,O12,21,"O06"
R03,O10,18,"O06"
R03,O09,16,"O06"
R03,G15,14,"O06"
R03,O08,14,"O06"
R03,R07,8,""
R03,O06,8,""
R03,O54,33,"O06"
R03,O53,30,"O06"
R03,O52,28,"O06"
R03,O51,27,"O06"
R03,O50,24,"O06"
R03,O21,43,"O06"
R03,O20,40,"O06"
R03,Y08,30,"G10,Y07"
R03,Y09,30,"O06,Y11"
R03,Y10,28,"O06,Y11"
R03,Y12,30,"O06,Y11"
R03,Y13,32,"O06,Y11"
R03,Y14,34,"O06,Y11"
R03,Y15,36,"O06,Y11"
R03,Y16,39,"O06,Y11"
R03,Y17,37,"BL12"
R03,Y19,40,"O06,Y18"
R03,Y20,43,"O06,Y18"
R04,R06,4,""
R04,G13,16,"G10"
R04,G17,17,"BR09,G16"
R04,G18,19,"BR09,G16"
R04,G19,22,"BR09,G16"
R04,O19,36,"O06"
R04,O18,33,"O06"
R04,O17,31,"O06"
R04,Y18,31,"O06"
R04,O16,29,"O06"
R04,O15,26,"O06"
R04,O14,24,"O06"
R04,O13,22,"O06"
R04,O12,19,"O06"
R04,O10,16,"O06"
R04,O09,14,"O06"
R04,G15,12,"O06"
R04,O08,12,"O06"
R04,R07,6,""
R04,O06,6,""
R04,O54,31,"O06"
R04,O53,28,"O06"
R04,O52,26,"O06"
R04,O51,25,"O06"
R04,O50,22,"O06"
R04,O21,41,"O06"
R04,O20,38,"O06"
R04,Y08,28,"G10,Y07"
R04,Y09,28,"O06,Y11"
R04,Y10,26,"O06,Y11"
R04,Y12,28,"O06,Y11"
R04,Y13,30,"O06,Y11"
R04,Y14,32,"O06,Y11"
R04,Y15,34,"O06,Y11"
R04,Y16,37,"O06,Y11"
R04,Y17,35,"BL12"
R04,Y19,38,"O06,Y18"
R04,Y20,41,"O06,Y18"
R06,G13,12,"G10"
R06,G17,16,"BR09,G16"
R06,G18,19,"BR09,G16"
R06,G19,21,"BR09,G16"
R06,O19,32,"O06"
R06,O18,29,"O06"
R06,O17,27,"O06"
R06,Y18,27,"O06"
R06,O16,25,"O06"
R06,O15,22,"O06"
R06,O14,20,"O06"
R06,O13,18,"O06"
R06,O12,16,"O06"
R06,O10,12,"O06"
R06,O09,10,"O06"
R06,G15,8,"O06"
R06,O08,8,"O06"
R06,R07,2,""
R06,O06,2,""
R06,O54,27,"O06"
R06,O53,25,"O06"
R06,O52,23,"O06"
R06,O51,21,"O06"
R06,O50,19,"O06"
R06,O21,37,"O06"
R06,O20,34,"O06"
R06,Y08,24,"G10,Y07"
R06,Y09,24,"O06,Y11"
R06,Y10,22,"O06,Y11"
R06,Y12,24,"O06,Y11"
R06,Y13,26,"O06,Y11"
R06,Y14,28,"O06,Y11"
R06,Y15,30,"O06,Y11"
R06,Y16,33,"O06,Y11"
R06,Y17,32,"BL12"
R06,Y19,35,"O06,Y18"
R06,Y20,37,"O06,Y18"
G13,G17,9,""
G13,G18,11,""
G13,G19,14,""
G13,O19,30,"O08"
G13,O18,27,"O08"
G13,O17,25,"O08"
G13,Y18,25,"O08"
G13,O16,23,"O08"
G13,O15,20,"O08"
G13,O14,18,"O08"
G13,O13,16,"O08"
G13,O12,14,"O08"
G13,O10,10,"O08"
G13,O09,8,"O08"
G13,G15,5,""
G13,O08,5,""
G13,R07,11,"R08"
G13,O06,11,"R08"
G13,O54,25,"O08"
G13,O53,23,"O08"
G13,O52,21,"O08"
G13,O51,19,"O08"
G13,O50,17,"O08"
G13,O21,35,"O08"
G13,O20,32,"O08"
G13,Y08,23,"Y07"
G13,Y09,26,"Y07"
G13,Y10,24,"O05,Y11"
G13,Y12,26,"O05,Y11"
G13,Y13,28,"O05,Y11"
G13,Y14,29,"BL11,Y17"
G13,Y15,27,"BL11,Y17"
G13,Y16,24,"BL11"
G13,Y17,20,"BL11"
G13,Y19,25,"BL11,Y17"
G13,Y20,27,"BL11,Y17"
G17,G18,2,""
G17,G19,5,""
G17,O19,29,"O08"
G17,O18,26,"O08"
G17,O17,24,"O08"
G17,Y18,24,"O08"
G17,O16,22,"O08"
G17,O15,19,"O08"
G17,O14,17,"O08"
G17,O13,15,"O08"
G17,O12,13,"O08"
G17,O10,9,"O08"
G17,O09,7,"O08"
G17,G15,4,""
G17,O08,4,""
G17,R07,11,"O08"
G17,O06,11,"O08"
G17,O54,24,"O08"
G17,O53,22,"O08"
G17,O52,20,"O08"
G17,O51,18,"O08"
G17,O50,16,"O08"
G17,O21,34,"O08"
G17,O20,31,"O08"
G17,Y08,32,"Y07"
G17,Y09,34,"Y07"
G17,Y10,33,"O05,Y11"
G17,Y12,35,"O05,Y11"
G17,Y13,37,"O05,Y11"
G17,Y14,38,"BL11,Y17"
G17,Y15,35,"BL11,Y17"
G17,Y16,33,"BL11"
G17,Y17,29,"BL11"
G17,Y19,32,"O08,Y18"
G17,Y20,34,"O08,Y18"
G18,G19,3,""
G18,O19,31,"O08"
G18,O18,28,"O08"
G18,O17,26,"O08"
G18,Y18,26,"O08"
G18,O16,24,"O08"
G18,O15,21,"O08"
G18,O14,20,"O08"
G18,O13,18,"O08"
G18,O12,15,"O08"
G18,O10,12,"O08"
G18,O09,9,"O08"
G18,G15,6,""
G18,O08,6,""
G18,R07,13,"O08"
G18,O06,13,"O08"
G18,O54,26,"O08"
G18,O53,24,"O08"
G18,O52,22,"O08"
G18,O51,20,"O08"
G18,O50,18,"O08"
G18,O21,37,"O08"
G18,O20,33,"O08"
G18,Y08,34,"Y07"
G18,Y09,37,"Y07"
G18,Y10,35,"O05,Y11"
G18,Y12,37,"O05,Y11"
G18,Y13,39,"O05,Y11"
G18,Y14,40,"BL11,Y17"
G18,Y15,38,"BL11,Y17"
G18,Y16,35,"BL11"
G18,Y17,31,"BL11"
G18,Y19,34,"O08,Y18"
G18,Y20,37,"O08,Y18"
G19,O19,34,"O08"
G19,O18,31,"O08"
G19,O17,29,"O08"
G19,Y18,29,"O08"
G19,O16,27,"O08"
G19,O15,24,"O08"
G19,O14,22,"O08"
G19,O13,20,"O08"
G19,O12,18,"O08"
G19,O10,14,"O08"
G19,O09,12,"O08"
G19,G15,9,""
G19,O08,9,""
G19,R07,15,"O08"
G19,O06,15,"O08"
G19,O54,29,"O08"
G19,O53,27,"O08"
G19,O52,25,"O08"
G19,O51,23,"O08"
G19,O50,21,"O08"
G19,O21,39,"O08"
G19,O20,36,"O08"
G19,Y08,37,"Y07"
G19,Y09,39,"Y07"
G19,Y10,38,"O05,Y11"
G19,Y12,40,"O05,Y11"
G19,Y13,42,"O05,Y11"
G19,Y14,43,"BL11,Y17"
G19,Y15,40,"BL11,Y17"
G19,Y16,38,"BL11"
G19,Y17,34,"BL11"
G19,Y19,37,"O08,Y18"
G19,Y20,39,"O08,Y18"
O19,O18,3,""
O19,O17,5,""
O19,Y18,5,""
O19,O16,7,""
O19,O15,10,""
O19,O14,12,""
O19,O13,14,""
O19,O12,16,""
O19,O10,20,""
O19,O09,22,""
O19,G15,23,""
O19,O08,23,""
O19,R07,29,""
O19,O06,29,""
O19,O54,28,"O12"
O19,O53,26,"O12"
O19,O52,24,"O12"
O19,O51,22,"O12"
O19,O50,20,"O12"
O19,O21,6,""
O19,O20,2,""
O19,Y08,36,"Y18"
O19,Y09,33,"Y18"
O19,Y10,32,"Y18"
O19,Y12,26,"Y18"
O19,Y13,24,"Y18"
O19,Y14,22,"Y18"
O19,Y15,20,"Y18"
O19,Y16,17,"Y18"
O19,Y17,13,"Y18"
O19,Y19,12,"Y18"
O19,Y20,15,"Y18"
O18,O17,2,""
O18,Y18,2,""
O18,O16,4,""
O18,O15,7,""
O18,O14,9,""
O18,O13,11,""
O18,O12,13,""
O18,O10,17,""
O18,O09,19,""
O18,G15,21,""
O18,O08,21,""
O18,R07,26,""
O18,O06,26,""
O18,O54,25,"O12"
O18,O53,23,"O12"
O18,O52,21,"O12"
O18,O51,19,"O12"
O18,O50,17,"O12"
O18,O21,8,""
O18,O20,5,""
O18,Y08,33,"Y18"
O18,Y09,31,"Y18"
O18,Y10,29,"Y18"
O18,Y12,23,"Y18"
O18,Y13,21,"Y18"
O18,Y14,20,"Y18"
O18,Y15,17,"Y18"
O18,Y16,14,"Y18"
O18,Y17,10,"Y18"
O18,Y19,10,"Y18"
O18,Y20,12,"Y18"
O17,O16,2,""
Y18,O16,2,""
O17,O15,5,""
Y18,O15,5,""
O17,O14,7,""
Y18,O14,7,""
O17,O13,9,""
Y18,O13,9,""
O17,O12,11,""
Y18,O12,11,""
O17,O10,15,""
Y18,O10,15,""
O17,O09,17,""
Y18,O09,17,""
O17,G15,19,""
O17,O08,19,""
Y18,G15,19,""
Y18,O08,19,""
O17,R07,24,""
O17,O06,24,""
Y18,R07,24,""
Y18,O06,24,""
O17,O54,23,"O12"
Y18,O54,23,"O12"
O17,O53,21,"O12"
Y18,O53,21,"O12"
O17,O52,19,"O12"
Y18,O52,19,"O12"
O17,O51,17,"O12"
Y18,O51,17,"O12"
O17,O50,15,"O12"
Y18,O50,15,"O12"
O17,O21,10,""
Y18,O21,10,""
O17,O20,7,""
Y18,O20,7,""
O17,Y08,25,""
Y18,Y08,25,""
O17,Y09,23,""
Y18,Y09,23,""
O17,Y10,21,""
Y18,Y10,21,""
O17,Y12,16,""
Y18,Y12,16,""
O17,Y13,14,""
Y18,Y13,14,""
O17,Y14,12,""
Y18,Y14,12,""
O17,Y15,10,""
Y18,Y15,10,""
O17,Y16,6,""
Y18,Y16,6,""
O17,Y17,3,""
Y18,Y17,3,""
O17,Y19,2,""
Y18,Y19,2,""
O17,Y20,5,""
Y18,Y20,5,""
O17,Y18,0,""
O16,O15,3,""
O16,O14,5,""
O16,O13,7,""
O16,O12,9,""
O16,O10,13,""
O16,O09,15,""
O16,G15,17,""
O16,O08,17,""
O16,R07,22,""
O16,O06,22,""
O16,O54,21,"O12"
O16,O53,19,"O12"
O16,O52,17,"O12"
O16,O51,15,"O12"
O16,O50,13,"O12"
O16,O21,12,""
O16,O20,9,""
O16,Y08,33,"Y18"
O16,Y09,31,"Y18"
O16,Y10,29,"Y18"
O16,Y12,24,"Y18"
O16,Y13,21,"Y18"
O16,Y14,20,"Y18"
O16,Y15,17,"Y18"
O16,Y16,14,"Y18"
O16,Y17,11,"Y18"
O16,Y19,10,"Y18"
O16,Y20,13,"Y18"
O15,O14,2,""
O15,O13,4,""
O15,O12,6,""
O15,O10,10,""
O15,O09,12,""
O15,G15,14,""
O15,O08,14,""
O15,R07,19,""
O15,O06,19,""
O15,O54,18,"O12"
O15,O53,16,"O12"
O15,O52,14,"O12"
O15,O51,12,"O12"
O15,O50,10,"O12"
O15,O21,15,""
O15,O20,12,""
O15,Y08,36,"Y18"
O15,Y09,34,"Y18"
O15,Y10,32,"Y18"
O15,Y12,26,"Y18"
O15,Y13,24,"Y18"
O15,Y14,23,"Y18"
O15,Y15,20,"Y18"
O15,Y16,17,"Y18"
O15,Y17,13,"Y18"
O15,Y19,13,"Y18"
O15,Y20,15,"Y18"
O14,O13,2,""
O14,O12,5,""
O14,O10,8,""
O14,O09,10,""
O14,G15,12,""
O14,O08,12,""
O14,R07,17,""
O14,O06,17,""
O14,O54,16,"O12"
O14,O53,14,"O12"
O14,O52,12,"O12"
O14,O51,10,"O12"
O14,O50,8,"O12"
O14,O21,17,""
O14,O20,14,""
O14,Y08,38,"Y18"
O14,Y09,35,"Y18"
O14,Y10,34,"Y18"
O14,Y12,28,"Y18"
O14,Y13,26,"Y18"
O14,Y14,24,"Y18"
O14,Y15,22,"Y18"
O14,Y16,19,"Y18"
O14,Y17,15,"Y18"
O14,Y19,14,"Y18"
O14,Y20,17,"Y18"
