起站,迄站,乘車時間,轉運站
BR13,BR12,3,""
BR13,BR11,4,""
BR13,G16,4,""
BR13,BR10,6,""
BR13,BL15,6,""
BR13,BR09,8,""
BR13,R05,8,""
BR13,BR08,10,""
BR13,BR07,12,""
BR13,BR06,14,""
BR13,BR05,16,""
BR13,BR04,19,""
BR13,BR03,21,""
BR13,BR02,22,""
BR13,BR01,23,""
BR13,BR14,3,""
BR13,BR15,5,""
BR13,BR16,8,""
BR13,BR17,9,""
BR13,BR18,11,""
BR13,BR19,13,""
BR13,BR20,14,""
BR13,BR21,17,""
BR13,BR22,18,""
BR13,BR23,20,""
BR13,BR24,22,""
BR13,BL23,22,""
BR13,G03A,42,"G16"
BR13,G01,39,"G16"
BR13,G02,37,"G16"
BR13,G03,35,"G16"
BR13,G04,34,"G16"
BR13,Y07,34,"G16"
BR13,G05,32,"G16"
BR13,G06,30,"G16"
BR13,G07,27,"G16"
BR13,G08,25,"G16"
BR13,G09,23,"G16"
BR13,O05,23,"G16"
BR13,R08,20,"R05"
BR13,G10,20,"R05"
BR13,G11,20,"G16"
BR13,O04,25,"BL15,O07"
BR13,O03,27,"BL15,O07"
BR13,O02,29,"BL15,O07"
BR13,Y11,29,"BL15,O07"
BR13,O01,31,"BL15,O07"
BR13,R09,22,"R05"
BR13,R10,16,"BL15"
BR13,BL12,16,"BL15"
BR13,R11,13,"G16"
BR13,G14,13,"G16"
BR13,R12,17,"G16,R11"
BR13,R13,18,"G16,O08"
BR13,O11,18,"G16,O08"
BR13,R14,21,"G16,R11"
BR13,R15,23,"G16,R11"
BR13,R16,25,"G16,R11"
BR13,R17,27,"G16,R11"
BR13,R18,29,"G16,R11"
BR13,R19,30,"G16,R11"
BR13,R20,32,"G16,R11"
BR13,R21,34,"G16,R11"
BR13,R22,36,"G16,R11"
BR13,R22A,42,"G16,R11"
BR13,R23,39,"G16,R11"
BR13,R24,41,"G16,R11"
BR13,R25,43,"G16,R11"
BR13,R26,46,"G16,R11"
BR13,R27,48,"G16,R11"
BR13,R28,52,"G16,R11"
BR13,BL01,43,"BL15"
BR13,BL02,40,"BL15"
BR13,BL03,38,"BL15"
BR13,BL04,36,"BL15"
BR13,BL05,33,"BL15"
BR13,BL06,31,"BL15"
BR13,BL07,29,"BL15"
BR13,BL08,27,"BL15"
BR13,BL09,25,"BL15"
BR13,BL10,21,"BL15"
BR13,G12,18,"G16"
BR13,BL11,18,"G16"
BR13,BL13,15,"BL15"
BR13,O07,13,"BL15"
BR13,BL14,13,"BL15"
BR13,BL16,12,"BL15"
BR13,BL17,14,"BL15"
BR13,BL18,16,"BL15"
BR13,BL19,18,"BL15"
BR13,BL20,19,"BL15"
BR13,BL21,22,"BL15"
BR13,BL22,24,"BL15"
BR13,R02,19,"R05"
BR13,R03,17,"R05"
BR13,R04,15,"R05"
BR13,R06,14,"R05"
BR13,G13,16,"G16"
BR13,G17,11,"G16"
BR13,G18,13,"G16"
BR13,G19,16,"G16"
BR13,O19,36,"G16,O08"
BR13,O18,33,"G16,O08"
BR13,O17,31,"G16,O08"
BR13,Y18,31,"G16,O08"
BR13,O16,29,"G16,O08"
BR13,O15,26,"G16,O08"
BR13,O14,24,"G16,O08"
BR13,O13,22,"G16,O08"
BR13,O12,20,"G16,O08"
BR13,O10,16,"G16,O08"
BR13,O09,14,"G16,O08"
BR13,G15,11,"G16"
BR13,O08,11,"G16"
BR13,R07,16,"R05"
BR13,O06,16,"R05"
BR13,O54,31,"G16,O08"
BR13,O53,29,"G16,O08"
BR13,O52,27,"G16,O08"
BR13,O51,25,"G16,O08"
BR13,O50,23,"G16,O08"
BR13,O21,41,"G16,O08"
BR13,O20,38,"G16,O08"
BR13,Y08,39,"G16,Y07"
BR13,Y09,41,"G16,Y07"
BR13,Y10,36,"BL15,O07,Y11"
BR13,Y12,38,"BL15,O07,Y11"
BR13,Y13,40,"BL15,O07,Y11"
BR13,Y14,45,"BL15,Y17"
BR13,Y15,42,"BL15,Y17"
BR13,Y16,40,"BL15"
BR13,Y17,36,"BL15"
BR13,Y19,40,"BL15,Y17"
BR13,Y20,43,"BL15,Y17"
BR12,BR11,2,""
BR12,G16,2,""
BR12,BR10,4,""
BR12,BL15,4,""
BR12,BR09,5,""
BR12,R05,5,""
BR12,BR08,7,""
BR12,BR07,9,""
BR12,BR06,11,""
BR12,BR05,14,""
BR12,BR04,16,""
BR12,BR03,18,""
BR12,BR02,19,""
BR12,BR01,21,""
BR12,BR14,6,""
BR12,BR15,8,""
BR12,BR16,11,""
BR12,BR17,12,""
BR12,BR18,14,""
BR12,BR19,15,""
BR12,BR20,17,""
BR12,BR21,19,""
BR12,BR22,21,""
BR12,BR23,23,""
BR12,BR24,25,""
BR12,BL23,25,""
BR12,G03A,39,"G16"
BR12,G01,37,"G16"
BR12,G02,34,"G16"
BR12,G03,33,"G16"
BR12,G04,31,"G16"
BR12,Y07,31,"G16"
BR12,G05,29,"G16"
BR12,G06,27,"G16"
BR12,G07,24,"G16"
BR12,G08,23,"G16"
BR12,G09,21,"G16"
BR12,O05,21,"G16"
BR12,R08,17,"R05"
BR12,G10,17,"R05"
BR12,G11,17,"G16"
BR12,O04,22,"BL15,O07"
BR12,O03,24,"BL15,O07"
BR12,O02,26,"BL15,O07"
BR12,Y11,26,"BL15,O07"
BR12,O01,28,"BL15,O07"
BR12,R09,19,"R05"
BR12,R10,14,"BL15"
BR12,BL12,14,"BL15"
BR12,R11,10,"G16"
BR12,G14,10,"G16"
BR12,R12,15,"G16,R11"
BR12,R13,15,"G16,O08"
BR12,O11,15,"G16,O08"
BR12,R14,18,"G16,R11"
BR12,R15,20,"G16,R11"
BR12,R16,22,"G16,R11"
BR12,R17,24,"G16,R11"
BR12,R18,26,"G16,R11"
BR12,R19,28,"G16,R11"
BR12,R20,30,"G16,R11"
BR12,R21,31,"G16,R11"
BR12,R22,33,"G16,R11"
BR12,R22A,39,"G16,R11"
BR12,R23,36,"G16,R11"
BR12,R24,38,"G16,R11"
BR12,R25,40,"G16,R11"
BR12,R26,43,"G16,R11"
BR12,R27,46,"G16,R11"
BR12,R28,49,"G16,R11"
BR12,BL01,41,"BL15"
BR12,BL02,37,"BL15"
BR12,BL03,35,"BL15"
BR12,BL04,33,"BL15"
BR12,BL05,30,"BL15"
BR12,BL06,28,"BL15"
BR12,BL07,26,"BL15"
BR12,BL08,24,"BL15"
BR12,BL09,22,"BL15"
BR12,BL10,19,"BL15"
BR12,G12,15,"G16"
BR12,BL11,15,"G16"
BR12,BL13,12,"BL15"
BR12,O07,10,"BL15"
BR12,BL14,10,"BL15"
BR12,BL16,10,"BL15"
BR12,BL17,11,"BL15"
BR12,BL18,13,"BL15"
BR12,BL19,15,"BL15"
BR12,BL20,17,"BL15"
BR12,BL21,19,"BL15"
BR12,BL22,21,"BL15"
BR12,R02,16,"R05"
BR12,R03,14,"R05"
BR12,R04,12,"R05"
BR12,R06,12,"R05"
BR12,G13,13,"G16"
BR12,G17,8,"G16"
BR12,G18,10,"G16"
BR12,G19,13,"G16"
BR12,O19,33,"G16,O08"
BR12,O18,30,"G16,O08"
BR12,O17,28,"G16,O08"
BR12,Y18,28,"G16,O08"
BR12,O16,26,"G16,O08"
BR12,O15,23,"G16,O08"
BR12,O14,22,"G16,O08"
BR12,O13,20,"G16,O08"
BR12,O12,17,"G16,O08"
BR12,O10,14,"G16,O08"
BR12,O09,11,"G16,O08"
BR12,G15,8,"G16"
BR12,O08,8,"G16"
BR12,R07,13,"R05"
BR12,O06,13,"R05"
BR12,O54,28,"G16,O08"
BR12,O53,26,"G16,O08"
BR12,O52,24,"G16,O08"
BR12,O51,22,"G16,O08"
BR12,O50,20,"G16,O08"
BR12,O21,39,"G16,O08"
BR12,O20,35,"G16,O08"
BR12,Y08,36,"G16,Y07"
BR12,Y09,39,"G16,Y07"
BR12,Y10,34,"BL15,O07,Y11"
BR12,Y12,35,"BL15,O07,Y11"
BR12,Y13,38,"BL15,O07,Y11"
BR12,Y14,42,"BL15,Y17"
BR12,Y15,40,"BL15,Y17"
BR12,Y16,37,"BL15"
BR12,Y17,33,"BL15"
BR12,Y19,38,"BL15,Y17"
BR12,Y20,40,"BL15,Y17"
BR11,BR10,2,""
BR11,BL15,2,""
G16,BR10,2,""
G16,BL15,2,""
BR11,BR09,4,""
BR11,R05,4,""
G16,BR09,4,""
G16,R05,4,""
BR11,BR08,5,""
G16,BR08,5,""
BR11,BR07,8,""
G16,BR07,8,""
BR11,BR06,10,""
G16,BR06,10,""
BR11,BR05,12,""
G16,BR05,12,""
BR11,BR04,14,""
G16,BR04,14,""
BR11,BR03,16,""
G16,BR03,16,""
BR11,BR02,17,""
G16,BR02,17,""
BR11,BR01,19,""
G16,BR01,19,""
BR11,BR14,8,""
G16,BR14,8,""
BR11,BR15,10,""
G16,BR15,10,""
BR11,BR16,12,""
G16,BR16,12,""
BR11,BR17,14,""
G16,BR17,14,""
BR11,BR18,15,""
G16,BR18,15,""
BR11,BR19,17,""
G16,BR19,17,""
BR11,BR20,18,""
G16,BR20,18,""
BR11,BR21,21,""
G16,BR21,21,""
BR11,BR22,23,""
G16,BR22,23,""
BR11,BR23,24,""
G16,BR23,24,""
BR11,BR24,22,"BL15"
BR11,BL23,22,"BL15"
G16,BR24,22,"BL15"
G16,BL23,22,"BL15"
BR11,G03A,33,""
G16,G03A,33,""
BR11,G01,31,""
G16,G01,31,""
BR11,G02,28,""
G16,G02,28,""
BR11,G03,27,""
G16,G03,27,""
BR11,G04,25,""
BR11,Y07,25,""
G16,G04,25,""
G16,Y07,25,""
BR11,G05,23,""
G16,G05,23,""
BR11,G06,21,""
G16,G06,21,""
BR11,G07,18,""
G16,G07,18,""
BR11,G08,17,""
G16,G08,17,""
BR11,G09,15,""
BR11,O05,15,""
G16,G09,15,""
G16,O05,15,""
BR11,R08,12,""
BR11,G10,12,""
G16,R08,12,""
G16,G10,12,""
BR11,G11,11,""
G16,G11,11,""
BR11,O04,20,"O05"
G16,O04,20,"O05"
BR11,O03,22,"O05"
G16,O03,22,"O05"
BR11,O02,24,"O05"
BR11,Y11,24,"O05"
G16,O02,24,"O05"
G16,Y11,24,"O05"
BR11,O01,26,"O05"
G16,O01,26,"O05"
BR11,R09,10,"R11"
G16,R09,10,"R11"
BR11,R10,9,"R11"
BR11,BL12,9,"R11"
G16,R10,9,"R11"
G16,BL12,9,"R11"
BR11,R11,4,""
BR11,G14,4,""
G16,R11,4,""
G16,G14,4,""
BR11,R12,8,"R11"
G16,R12,8,"R11"
BR11,R13,9,"O08"
BR11,O11,9,"O08"
G16,R13,9,"O08"
G16,O11,9,"O08"
BR11,R14,12,"R11"
G16,R14,12,"R11"
BR11,R15,14,"R11"
G16,R15,14,"R11"
BR11,R16,16,"R11"
G16,R16,16,"R11"
BR11,R17,18,"R11"
G16,R17,18,"R11"
BR11,R18,20,"R11"
G16,R18,20,"R11"
BR11,R19,21,"R11"
G16,R19,21,"R11"
BR11,R20,24,"R11"
G16,R20,24,"R11"
BR11,R21,25,"R11"
G16,R21,25,"R11"
BR11,R22,27,"R11"
G16,R22,27,"R11"
BR11,R22A,33,"R11"
G16,R22A,33,"R11"
BR11,R23,30,"R11"
G16,R23,30,"R11"
BR11,R24,32,"R11"
G16,R24,32,"R11"
BR11,R25,34,"R11"
G16,R25,34,"R11"
BR11,R26,37,"R11"
G16,R26,37,"R11"
BR11,R27,40,"R11"
G16,R27,40,"R11"
BR11,R28,43,"R11"
G16,R28,43,"R11"
BR11,BL01,35,"BL11"
G16,BL01,35,"BL11"
BR11,BL02,31,"BL11"
G16,BL02,31,"BL11"
BR11,BL03,29,"BL11"
G16,BL03,29,"BL11"
BR11,BL04,27,"BL11"
G16,BL04,27,"BL11"
BR11,BL05,24,"BL11"
G16,BL05,24,"BL11"
BR11,BL06,22,"BL11"
G16,BL06,22,"BL11"
BR11,BL07,20,"BL11"
G16,BL07,20,"BL11"
BR11,BL08,18,"BL11"
G16,BL08,18,"BL11"
BR11,BL09,16,"BL11"
G16,BL09,16,"BL11"
BR11,BL10,13,"BL11"
G16,BL10,13,"BL11"
BR11,G12,9,""
BR11,BL11,9,""
G16,G12,9,""
G16,BL11,9,""
BR11,BL13,10,"BL15"
G16,BL13,10,"BL15"
BR11,O07,6,"O08"
BR11,BL14,6,"O08"
G16,O07,6,"O08"
G16,BL14,6,"O08"
BR11,BL16,8,"BL15"
G16,BL16,8,"BL15"
BR11,BL17,10,"BL15"
G16,BL17,10,"BL15"
BR11,BL18,11,"BL15"
G16,BL18,11,"BL15"
BR11,BL19,13,"BL15"
G16,BL19,13,"BL15"
BR11,BL20,15,"BL15"
G16,BL20,15,"BL15"
BR11,BL21,17,"BL15"
G16,BL21,17,"BL15"
BR11,BL22,20,"BL15"
G16,BL22,20,"BL15"
BR11,R02,14,"R05"
G16,R02,14,"R05"
BR11,R03,12,"R05"
G16,R03,12,"R05"
BR11,R04,10,"R05"
G16,R04,10,"R05"
BR11,R06,10,"R05"
G16,R06,10,"R05"
BR11,G13,7,""
G16,G13,7,""
BR11,G17,2,""
G16,G17,2,""
BR11,G18,4,""
G16,G18,4,""
BR11,G19,7,""
G16,G19,7,""
BR11,O19,27,"O08"
G16,O19,27,"O08"
BR11,O18,24,"O08"
G16,O18,24,"O08"
BR11,O17,22,"O08"
BR11,Y18,22,"O08"
G16,O17,22,"O08"
G16,Y18,22,"O08"
BR11,O16,20,"O08"
G16,O16,20,"O08"
BR11,O15,17,"O08"
G16,O15,17,"O08"
BR11,O14,15,"O08"
G16,O14,15,"O08"
BR11,O13,13,"O08"
G16,O13,13,"O08"
BR11,O12,11,"O08"
G16,O12,11,"O08"
BR11,O10,7,"O08"
G16,O10,7,"O08"
BR11,O09,5,"O08"
G16,O09,5,"O08"
BR11,G15,2,""
BR11,O08,2,""
G16,G15,2,""
G16,O08,2,""
BR11,R07,9,"O08"
BR11,O06,9,"O08"
G16,R07,9,"O08"
G16,O06,9,"O08"
BR11,O54,22,"O08"
G16,O54,22,"O08"
BR11,O53,20,"O08"
G16,O53,20,"O08"
BR11,O52,18,"O08"
G16,O52,18,"O08"
BR11,O51,16,"O08"
G16,O51,16,"O08"
BR11,O50,14,"O08"
G16,O50,14,"O08"
BR11,O21,32,"O08"
G16,O21,32,"O08"
BR11,O20,29,"O08"
G16,O20,29,"O08"
BR11,Y08,30,"Y07"
G16,Y08,30,"Y07"
BR11,Y09,32,"Y07"
G16,Y09,32,"Y07"
BR11,Y10,31,"O05,Y11"
G16,Y10,31,"O05,Y11"
BR11,Y12,33,"O05,Y11"
G16,Y12,33,"O05,Y11"
BR11,Y13,35,"O05,Y11"
G16,Y13,35,"O05,Y11"
BR11,Y14,36,"BL11,Y17"
G16,Y14,36,"BL11,Y17"
BR11,Y15,33,"BL11,Y17"
G16,Y15,33,"BL11,Y17"
BR11,Y16,31,"BL11"
G16,Y16,31,"BL11"
BR11,Y17,27,"BL11"
G16,Y17,27,"BL11"
BR11,Y19,30,"O08,Y18"
G16,Y19,30,"O08,Y18"
BR11,Y20,32,"O08,Y18"
G16,Y20,32,"O08,Y18"
BR11,G16,0,""
BR10,BR09,2,""
BR10,R05,2,""
BL15,BR09,2,""
BL15,R05,2,""
BR10,BR08,3,""
BL15,BR08,3,""
BR10,BR07,6,""
BL15,BR07,6,""
BR10,BR06,7,""
BL15,BR06,7,""
BR10,BR05,10,""
BL15,BR05,10,""
BR10,BR04,12,""
BL15,BR04,12,""
BR10,BR03,14,""
BL15,BR03,14,""
BR10,BR02,15,""
BL15,BR02,15,""
BR10,BR01,17,""
BL15,BR01,17,""
BR10,BR14,10,""
BL15,BR14,10,""
BR10,BR15,12,""
BL15,BR15,12,""
BR10,BR16,14,""
BL15,BR16,14,""
BR10,BR17,15,""
BL15,BR17,15,""
BR10,BR18,17,""
BL15,BR18,17,""
BR10,BR19,19,""
BL15,BR19,19,""
BR10,BR20,20,""
BL15,BR20,20,""
BR10,BR21,23,""
BL15,BR21,23,""
BR10,BR22,25,""
BL15,BR22,25,""
BR10,BR23,22,"BR24"
BL15,BR23,22,"BR24"
BR10,BR24,15,""
BR10,BL23,15,""
BL15,BR24,15,""
BL15,BL23,15,""
BR10,G03A,34,"G12"
BL15,G03A,34,"G12"
BR10,G01,31,"G12"
BL15,G01,31,"G12"
BR10,G02,29,"G12"
BL15,G02,29,"G12"
BR10,G03,27,"G12"
BL15,G03,27,"G12"
BR10,G04,26,"G12"
BR10,Y07,26,"G12"
BL15,G04,26,"G12"
BL15,Y07,26,"G12"
BR10,G05,24,"G12"
BL15,G05,24,"G12"
BR10,G06,22,"G12"
BL15,G06,22,"G12"
BR10,G07,19,"G12"
BL15,G07,19,"G12"
BR10,G08,17,"G12"
BL15,G08,17,"G12"
BR10,G09,10,"O07"
BR10,O05,10,"O07"
BL15,G09,10,"O07"
BL15,O05,10,"O07"
BR10,R08,13,"R10"
BR10,G10,13,"R10"
BL15,R08,13,"R10"
BL15,G10,13,"R10"
BR10,G11,12,"G12"
BL15,G11,12,"G12"
BR10,O04,14,"O07"
BL15,O04,14,"O07"
BR10,O03,16,"O07"
BL15,O03,16,"O07"
BR10,O02,18,"O07"
BR10,Y11,18,"O07"
BL15,O02,18,"O07"
BL15,Y11,18,"O07"
BR10,O01,20,"O07"
BL15,O01,20,"O07"
BR10,R09,11,"R10"
BL15,R09,11,"R10"
BR10,R10,6,""
BR10,BL12,6,""
BL15,R10,6,""
BL15,BL12,6,""
BR10,R11,11,"R10"
BR10,G14,11,"R10"
BL15,R11,11,"R10"
BL15,G14,11,"R10"
BR10,R12,12,"R10"
BL15,R12,12,"R10"
BR10,R13,11,"O07"
BR10,O11,11,"O07"
BL15,R13,11,"O07"
BL15,O11,11,"O07"
BR10,R14,16,"R10"
BL15,R14,16,"R10"
BR10,R15,18,"R10"
BL15,R15,18,"R10"
BR10,R16,20,"R10"
BL15,R16,20,"R10"
BR10,R17,22,"R10"
BL15,R17,22,"R10"
BR10,R18,24,"R10"
BL15,R18,24,"R10"
BR10,R19,25,"R10"
BL15,R19,25,"R10"
BR10,R20,27,"R10"
BL15,R20,27,"R10"
BR10,R21,29,"R10"
BL15,R21,29,"R10"
BR10,R22,31,"R10"
BL15,R22,31,"R10"
BR10,R22A,37,"R10"
BL15,R22A,37,"R10"
BR10,R23,34,"R10"
BL15,R23,34,"R10"
BR10,R24,36,"R10"
BL15,R24,36,"R10"
BR10,R25,38,"R10"
BL15,R25,38,"R10"
BR10,R26,41,"R10"
BL15,R26,41,"R10"
BR10,R27,43,"R10"
BL15,R27,43,"R10"
BR10,R28,47,"R10"
BL15,R28,47,"R10"
BR10,BL01,33,""
BL15,BL01,33,""
BR10,BL02,29,""
BL15,BL02,29,""
BR10,BL03,27,""
BL15,BL03,27,""
BR10,BL04,25,""
BL15,BL04,25,""
BR10,BL05,22,""
BL15,BL05,22,""
BR10,BL06,20,""
BL15,BL06,20,""
BR10,BL07,18,""
BL15,BL07,18,""
BR10,BL08,16,""
BL15,BL08,16,""
BR10,BL09,14,""
BL15,BL09,14,""
BR10,BL10,11,""
BL15,BL10,11,""
BR10,G12,8,""
BR10,BL11,8,""
BL15,G12,8,""
BL15,BL11,8,""
BR10,BL13,4,""
BL15,BL13,4,""
BR10,O07,2,""
BR10,BL14,2,""
BL15,O07,2,""
BL15,BL14,2,""
BR10,BL16,2,""
BL15,BL16,2,""
BR10,BL17,3,""
BL15,BL17,3,""
BR10,BL18,5,""
BL15,BL18,5,""
BR10,BL19,7,""
BL15,BL19,7,""
BR10,BL20,9,""
BL15,BL20,9,""
BR10,BL21,11,""
BL15,BL21,11,""
BR10,BL22,13,""
BL15,BL22,13,""
BR10,R02,12,"R05"
BL15,R02,12,"R05"
BR10,R03,10,"R05"
BL15,R03,10,"R05"
BR10,R04,8,"R05"
BL15,R04,8,"R05"
BR10,R06,8,"R05"
BL15,R06,8,"R05"
BR10,G13,12,"G12"
BL15,G13,12,"G12"
BR10,G17,8,"G16"
BL15,G17,8,"G16"
BR10,G18,10,"G16"
BL15,G18,10,"G16"
BR10,G19,13,"G16"
BL15,G19,13,"G16"
BR10,O19,29,"O07"
BL15,O19,29,"O07"
BR10,O18,26,"O07"
BL15,O18,26,"O07"
BR10,O17,24,"O07"
BR10,Y18,24,"O07"
BL15,O17,24,"O07"
BL15,Y18,24,"O07"
BR10,O16,22,"O07"
BL15,O16,22,"O07"
BR10,O15,19,"O07"
BL15,O15,19,"O07"
BR10,O14,18,"O07"
BL15,O14,18,"O07"
BR10,O13,16,"O07"
BL15,O13,16,"O07"
BR10,O12,13,"O07"
BL15,O12,13,"O07"
BR10,O10,10,"O07"
BL15,O10,10,"O07"
BR10,O09,7,"O07"
BL15,O09,7,"O07"
BR10,G15,6,"O07"
BR10,O08,6,"O07"
BL15,G15,6,"O07"
BL15,O08,6,"O07"
BR10,R07,6,"O07"
BR10,O06,6,"O07"
BL15,R07,6,"O07"
BL15,O06,6,"O07"
BR10,O54,24,"O07"
BL15,O54,24,"O07"
BR10,O53,22,"O07"
BL15,O53,22,"O07"
BR10,O52,20,"O07"
BL15,O52,20,"O07"
BR10,O51,18,"O07"
BL15,O51,18,"O07"
BR10,O50,16,"O07"
BL15,O50,16,"O07"
BR10,O21,35,"O07"
BL15,O21,35,"O07"
BR10,O20,31,"O07"
BL15,O20,31,"O07"
BR10,Y08,29,"O07,Y11"
BL15,Y08,29,"O07,Y11"
BR10,Y09,27,"O07,Y11"
BL15,Y09,27,"O07,Y11"
BR10,Y10,26,"O07,Y11"
BL15,Y10,26,"O07,Y11"
BR10,Y12,27,"O07,Y11"
BL15,Y12,27,"O07,Y11"
BR10,Y13,30,"O07,Y11"
BL15,Y13,30,"O07,Y11"
BR10,Y14,34,"Y17"
BL15,Y14,34,"Y17"
BR10,Y15,31,"Y17"
BL15,Y15,31,"Y17"
BR10,Y16,29,""
BL15,Y16,29,""
BR10,Y17,25,""
BL15,Y17,25,""
BR10,Y19,30,"Y17"
BL15,Y19,30,"Y17"
BR10,Y20,32,"Y17"
BL15,Y20,32,"Y17"
BR10,BL15,0,""
BR09,BR08,2,""
R05,BR08,2,""
BR09,BR07,4,""
R05,BR07,4,""
BR09,BR06,6,""
R05,BR06,6,""
BR09,BR05,8,""
R05,BR05,8,""
BR09,BR04,10,""
R05,BR04,10,""
BR09,BR03,12,""
R05,BR03,12,""
BR09,BR02,14,""
R05,BR02,14,""
BR09,BR01,15,""
R05,BR01,15,""
BR09,BR14,11,""
R05,BR14,11,""
BR09,BR15,14,""
R05,BR15,14,""
BR09,BR16,16,""
R05,BR16,16,""
BR09,BR17,17,""
R05,BR17,17,""
BR09,BR18,19,""
R05,BR18,19,""
BR09,BR19,21,""
R05,BR19,21,""
BR09,BR20,22,""
R05,BR20,22,""
BR09,BR21,25,""
R05,BR21,25,""
BR09,BR22,26,""
R05,BR22,26,""
BR09,BR23,28,""
R05,BR23,28,""
BR09,BR24,21,"BL15"
BR09,BL23,21,"BL15"
R05,BR24,21,"BL15"
R05,BL23,21,"BL15"
BR09,G03A,29,"G10"
R05,G03A,29,"G10"
BR09,G01,26,"G10"
R05,G01,26,"G10"
BR09,G02,24,"G10"
R05,G02,24,"G10"
BR09,G03,22,"G10"
R05,G03,22,"G10"
BR09,G04,20,"G10"
BR09,Y07,20,"G10"
R05,G04,20,"G10"
R05,Y07,20,"G10"
BR09,G05,19,"G10"
R05,G05,19,"G10"
BR09,G06,17,"G10"
R05,G06,17,"G10"
BR09,G07,14,"G10"
R05,G07,14,"G10"
BR09,G08,12,"G10"
R05,G08,12,"G10"
BR09,G09,9,"O06"
BR09,O05,9,"O06"
R05,G09,9,"O06"
R05,O05,9,"O06"
BR09,R08,7,""
BR09,G10,7,""
R05,R08,7,""
R05,G10,7,""
BR09,G11,10,"G10"
R05,G11,10,"G10"
BR09,O04,13,"O06"
R05,O04,13,"O06"
BR09,O03,15,"O06"
R05,O03,15,"O06"
BR09,O02,17,"O06"
BR09,Y11,17,"O06"
R05,O02,17,"O06"
R05,Y11,17,"O06"
BR09,O01,19,"O06"
R05,O01,19,"O06"
BR09,R09,9,""
R05,R09,9,""
BR09,R10,10,""
BR09,BL12,10,""
R05,R10,10,""
R05,BL12,10,""
BR09,R11,12,""
BR09,G14,12,""
R05,R11,12,""
R05,G14,12,""
BR09,R12,14,""
R05,R12,14,""
BR09,R13,15,""
BR09,O11,15,""
R05,R13,15,""
R05,O11,15,""
BR09,R14,17,""
R05,R14,17,""
BR09,R15,19,""
R05,R15,19,""
BR09,R16,21,""
R05,R16,21,""
BR09,R17,23,""
R05,R17,23,""
BR09,R18,25,""
R05,R18,25,""
BR09,R19,27,""
R05,R19,27,""
BR09,R20,29,""
R05,R20,29,""
BR09,R21,31,""
R05,R21,31,""
BR09,R22,32,""
R05,R22,32,""
BR09,R22A,38,""
R05,R22A,38,""
BR09,R23,35,""
R05,R23,35,""
BR09,R24,37,""
R05,R24,37,""
BR09,R25,39,""
R05,R25,39,""
BR09,R26,42,""
R05,R26,42,""
BR09,R27,45,""
R05,R27,45,""
BR09,R28,48,""
R05,R28,48,""
BR09,BL01,39,"BL15"
R05,BL01,39,"BL15"
BR09,BL02,35,"BL15"
R05,BL02,35,"BL15"
BR09,BL03,33,"BL15"
R05,BL03,33,"BL15"
BR09,BL04,31,"BL15"
R05,BL04,31,"BL15"
BR09,BL05,28,"BL15"
R05,BL05,28,"BL15"
BR09,BL06,26,"BL15"
R05,BL06,26,"BL15"
BR09,BL07,24,"BL15"
R05,BL07,24,"BL15"
BR09,BL08,22,"BL15"
R05,BL08,22,"BL15"
BR09,BL09,20,"BL15"
R05,BL09,20,"BL15"
BR09,BL10,17,"BL15"
R05,BL10,17,"BL15"
BR09,G12,12,"G10"
BR09,BL11,12,"G10"
R05,G12,12,"G10"
R05,BL11,12,"G10"
BR09,BL13,10,"BL15"
R05,BL13,10,"BL15"
BR09,O07,8,"O06"
BR09,BL14,8,"O06"
R05,O07,8,"O06"
R05,BL14,8,"O06"
BR09,BL16,8,"BL15"
R05,BL16,8,"BL15"
BR09,BL17,9,"BL15"
R05,BL17,9,"BL15"
BR09,BL18,11,"BL15"
R05,BL18,11,"BL15"
BR09,BL19,13,"BL15"
R05,BL19,13,"BL15"
BR09,BL20,15,"BL15"
R05,BL20,15,"BL15"
BR09,BL21,17,"BL15"
R05,BL21,17,"BL15"
BR09,BL22,19,"BL15"
R05,BL22,19,"BL15"
BR09,R02,6,""
R05,R02,6,""
BR09,R03,4,""
R05,R03,4,""
BR09,R04,2,""
R05,R04,2,""
BR09,R06,2,""
R05,R06,2,""
BR09,G13,14,"G10"
R05,G13,14,"G10"
BR09,G17,10,"G16"
R05,G17,10,"G16"
BR09,G18,12,"G16"
R05,G18,12,"G16"
BR09,G19,15,"G16"
R05,G19,15,"G16"
BR09,O19,33,"O06"
R05,O19,33,"O06"
BR09,O18,31,"O06"
R05,O18,31,"O06"
BR09,O17,29,"O06"
BR09,Y18,29,"O06"
R05,O17,29,"O06"
R05,Y18,29,"O06"
BR09,O16,27,"O06"
R05,O16,27,"O06"
BR09,O15,24,"O06"
R05,O15,24,"O06"
BR09,O14,22,"O06"
R05,O14,22,"O06"
BR09,O13,20,"O06"
R05,O13,20,"O06"
BR09,O12,17,"O06"
R05,O12,17,"O06"
BR09,O10,14,"O06"
R05,O10,14,"O06"
BR09,O09,12,"O06"
R05,O09,12,"O06"
BR09,G15,10,"O06"
BR09,O08,10,"O06"
R05,G15,10,"O06"
R05,O08,10,"O06"
BR09,R07,3,""
BR09,O06,3,""
R05,R07,3,""
R05,O06,3,""
BR09,O54,28,"O06"
R05,O54,28,"O06"
BR09,O53,26,"O06"
R05,O53,26,"O06"
BR09,O52,24,"O06"
R05,O52,24,"O06"
